Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.4875840518264756,2.5885794726087816,2.3870849032398915,2.4960412979125977,893181924,0.0,0.0
2004-08-20 00:00:00-04:00,2.5127084001322957,2.7134564310410814,2.5000214643380914,2.6943013668060303,456686856,0.0,0.0
2004-08-23 00:00:00-04:00,2.7549994567206504,2.822910065848003,2.7127101444585127,2.721416711807251,365122512,0.0,0.0
2004-08-24 00:00:00-04:00,2.7671880677899754,2.7761434817264847,2.5763903751981405,2.6087284088134766,304946748,0.0,0.0
2004-08-25 00:00:00-04:00,2.6109680592123055,2.6865905547937934,2.5841022911227562,2.636838912963867,183772044,0.0,0.0
2004-08-26 00:00:00-04:00,2.6107183046228366,2.6853458802489496,2.603504583722365,2.6843507289886475,141897960,0.0,0.0
2004-08-27 00:00:00-04:00,2.6890775651833776,2.70201311037277,2.629127222756189,2.6405694484710693,124235640,0.0,0.0
2004-08-30 00:00:00-04:00,2.618928389421838,2.6241520453267726,2.5375843048095703,2.5375843048095703,103935960,0.0,0.0
2004-08-31 00:00:00-04:00,2.544798089383923,2.579872732023943,2.5413158890250633,2.546539545059204,98357544,0.0,0.0
2004-09-01 00:00:00-04:00,2.5547482802804304,2.561465018525896,2.479374395047967,2.493802785873413,182765052,0.0,0.0
2004-09-02 00:00:00-04:00,2.4674341008816114,2.5465395105621207,2.461215293546235,2.525146007537842,302373324,0.0,0.0
2004-09-03 00:00:00-04:00,2.5112156433261004,2.5308676914500796,2.470667785563511,2.48783278465271,103048848,0.0,0.0
2004-09-07 00:00:00-04:00,2.5127083467772393,2.537335676563629,2.4778823153462435,2.5268874168395996,116950932,0.0,0.0
2004-09-08 00:00:00-04:00,2.5059917339640223,2.5629571011530925,2.500021536534052,2.5447981357574463,99712188,0.0,0.0
2004-09-09 00:00:00-04:00,2.550519543333819,2.554996657846981,2.5124599225205655,2.545046329498291,81234684,0.0,0.0
2004-09-10 00:00:00-04:00,2.5273854720985316,2.65076955219261,2.5199221920748625,2.6201720237731934,173977848,0.0,0.0
2004-09-13 00:00:00-04:00,2.6525097872911663,2.696789398709943,2.648281283004338,2.674152135848999,156882960,0.0,0.0
2004-09-14 00:00:00-04:00,2.6729087815520587,2.7860939180729405,2.656490087536619,2.773406982421875,216579204,0.0,0.0
2004-09-15 00:00:00-04:00,2.7502725313632017,2.841566938095945,2.7413171177421396,2.7860937118530273,214261524,0.0,0.0
2004-09-16 00:00:00-04:00,2.794551126531576,2.8806218829425516,2.77738707646287,2.8350989818573,185326488,0.0,0.0
2004-09-17 00:00:00-04:00,2.8462932100947396,2.9226622581481934,2.8246520425841166,2.9226622581481934,189450360,0.0,0.0
2004-09-20 00:00:00-04:00,2.909229522257028,3.02490171322394,2.9047514594052477,2.969180107116699,212575212,0.0,0.0
2004-09-21 00:00:00-04:00,2.9803739316640603,2.9955488647998187,2.923159954494457,2.931368827819824,144575280,0.0,0.0
2004-09-22 00:00:00-04:00,2.920423319504176,2.976891702824503,2.9057463177051592,2.944801092147827,151624224,0.0,0.0
2004-09-23 00:00:00-04:00,2.9562442292157405,3.05052385373126,2.9109697035270363,3.0054988861083984,170713116,0.0,0.0
2004-09-24 00:00:00-04:00,3.0084837462314193,3.087091452878384,2.9791299835244494,2.9808714389801025,182469348,0.0,0.0
2004-09-27 00:00:00-04:00,2.9741550750924133,3.006991041846802,2.9303736280884056,2.9418160915374756,141322536,0.0,0.0
2004-09-28 00:00:00-04:00,3.01743939789137,3.169181372741003,2.9903240716355364,3.1557488441467285,338581080,0.0,0.0
2004-09-29 00:00:00-04:00,3.1517686278139467,3.358735452945014,3.1400768441364075,3.2607243061065674,610329060,0.0,0.0
2004-09-30 00:00:00-04:00,3.231371465792862,3.291073438514681,3.2089828112770236,3.2239081859588623,275160564,0.0,0.0
2004-10-01 00:00:00-04:00,3.2537588705075318,3.339331690137907,3.206495227898663,3.2980382442474365,302497200,0.0,0.0
2004-10-04 00:00:00-04:00,3.3644571547472437,3.4047554518127487,3.334108238164263,3.3597304821014404,260455284,0.0,0.0
